Jurisdiction,Year,Population,Murder,Rape,Robbery,AggAssault,BreakAndEnter,LarcenyTheft,MotorVehicleTheft,GrandTotal,PercentChange,ViolentCrimeTotal,ViolentCrimePercent,ViolentCrimePercentChange,PropertyCrimeTotal,PropertyCrimePercent,PropertyCrimePercentChange,OverallCrimeRatePer100k,OverallPercentChangePer100k,ViolentCrimeRatePer100k,ViolentCrimeRatePercentChangePer100k,PropertyCrimeRatePer100k,PropertyCrimeRatePercentChangePer100k,MurderPer100k,RapePer100k,RobberyPer100k,AggAssaultPer100k,BreakAndEnterPer100k,LarcenyTheftPer100k,MotorVehicleTheftPer100k,MurderRatePercentChangePer100k,RapeRatePercentChangePer100k,RobberyRatePercentChangePer100k,AggAssaultRatePercentChangePer100k,BreakAndEnterRatePercentChangePer100k,LarcenyTheftRatePercentChangePer100k,MotorVehicleTheftRatePercentChangePer100k
Anne Arundel County,1993,445772,22,141,647,1394,4029,13273,1854,21360,-2.6,0.5748748694123634,10.3,11.3,1.1649196049986374,89.7,-4.0,0.7921593123311925,-4.2,0.2711453548234827,9.5,0.9063978143887966,-5.5,-0.04646241667315975,0.38634668216157086,0.49186299525262833,-0.01809173047091914,0.39355868415100786,1.075578909899583,1.222598960777969,80.4,2.0,-2.8,16.5,-5.7,-4.3,-13.2
Anne Arundel County,1994,449440,11,132,692,1287,3644,13281,1806,20853,-2.4,0.5338336539875947,10.2,-3.7,1.124961579351227,89.8,-2.2,0.6964622096013618,-3.2,0.17920124098361645,-4.5,0.8100197010496203,-3.0,-0.6192014520368083,0.22268134891532526,0.575747401016485,-0.1674341460532346,0.14444394347750925,1.0486818222660714,1.1420512596684003,-50.4,-7.1,6.1,-8.4,-10.3,-0.8,-3.4
Anne Arundel County,1995,459455,17,111,763,1081,3498,14035,1863,21368,2.5,0.45875825991789604,9.2,-7.1,1.1874841371289397,90.8,3.6,0.7033292169730215,0.2,0.0023222058387612253,-9.1,0.8500719779114675,1.3,-0.3213771536477111,-0.16416398421216383,0.6897924919988069,-0.4576013489527141,0.011850613764195465,1.167865806135453,1.1631878904560176,51.2,-17.7,7.9,-17.8,-6.1,3.4,0.9
Anne Arundel County,1996,462188,16,86,771,1267,4003,14433,1797,22373,4.7,0.5428427012759586,9.6,8.5,1.266177942933369,90.4,4.3,0.8230293454698476,4.1,0.1416814456498592,7.9,0.9661418414702905,3.7,-0.367196276476803,-0.5807666506571519,0.6963901418903463,-0.2372786978274731,0.29257346131884787,1.2492743247062146,1.0677874217659609,-6.4,-23.0,0.5,16.5,13.8,2.2,-4.1
Anne Arundel County,1997,464193,12,90,580,1416,3817,14055,1760,21730,-2.9,0.521821590936443,9.7,-2.0,1.209672593723737,90.3,-3.0,0.7225442376001436,-3.3,0.09632784689476817,-2.4,0.8558680402402693,-3.4,-0.5733823292077164,-0.5212519840221539,0.30147366981106616,-0.061815555565361224,0.1752484544210064,1.1357088435869442,1.0129464337764669,-25.3,4.2,-25.1,11.3,-5.1,-3.0,-2.5
Anne Arundel County,1998,473811,7,117,631,1813,3525,13432,1529,21054,-3.1,0.7570578256881656,12.2,22.4,1.1019269528015436,87.8,-5.8,0.5727930768438514,-5.1,0.46740274580005853,19.9,0.6123591139392042,-7.7,-0.8253875047677218,-0.12696731756528987,0.3797029470964604,0.3788297466851208,-0.0344900853073262,0.905111145608973,0.6901843690466339,-42.9,27.4,6.6,25.4,-9.5,-6.4,-14.9
Anne Arundel County,1999,479474,7,117,541,2157,3495,13419,1418,21154,0.5,0.8841854929795221,13.3,9.9,1.0874480446845995,86.7,-0.8,0.5528850554728001,-0.7,0.6595370823443534,8.6,0.5542498736683978,-2.0,-0.8253875047677218,-0.1492853175534143,0.18742857882874414,0.7609873348482318,-0.07493774750270077,0.8618367201719453,0.5359440903261827,-1.2,-1.2,-15.3,17.6,-2.0,-1.3,-8.4
Anne Arundel County,2000,489656,11,117,646,2610,3147,13402,1398,21331,0.8,1.1654679694273264,15.9,19.9,1.0512507743922397,84.1,-2.1,0.5178570178705714,-1.3,1.0821501616531564,17.4,0.4366938402816767,-4.1,-0.6650205748659002,-0.18648198420028825,0.367450168726459,1.232863940737601,-0.3058376469226531,0.7880789287502721,0.4776755405873457,53.9,-2.1,16.9,18.5,-11.8,-2.2,-3.5
Anne Arundel County,2001,496929,11,119,736,2932,3206,13747,1258,22009,3.2,1.3726760570596948,17.3,12.2,1.0760717597355722,82.7,1.5,0.5636580670375146,1.7,1.3839577460961257,10.6,0.4363222978247022,-4.1,-0.6650205748659002,-0.18648198420028825,0.5201386376449395,1.5565338148133416,-0.29914101410884936,0.8232244565913938,0.29315846641436144,-1.5,0.2,12.3,10.7,0.4,1.1,-11.3
Anne Arundel County,2002,504601,17,94,754,2742,3191,13501,1484,21783,-1.0,1.2770800552776118,16.6,-5.0,1.0727810987999031,83.4,-0.2,0.49303499122438704,-2.5,1.1798665516982159,-6.5,0.3898051822114992,-1.7,-0.39010583789134895,-0.5807666506571519,0.5323914160149412,1.291919496709315,-0.3334277741155246,0.714679765163712,0.5268039256612673,52.2,-22.2,0.9,-7.9,-2.0,-3.3,16.2
Anne Arundel County,2003,508071,24,93,753,2633,3107,13234,1441,21285,-2.3,1.225027782055954,16.5,-2.9,1.0357376585526568,83.5,-2.2,0.41270990499625376,-3.0,1.0755532745615066,-3.5,0.3138619040059185,-2.8,-0.09228153950225167,-0.6030846506452764,0.5210811590580166,1.1488233418547775,-0.38941162443892374,0.6300435960769297,0.4668215950477585,40.2,-1.7,-0.8,-4.6,-3.3,-2.6,-3.6
Anne Arundel County,2004,511140,16,110,767,2403,2986,12391,1631,20304,-4.6,1.1214237382397698,16.2,-5.9,0.9629670424324319,83.8,-4.4,0.27593675817172286,-5.2,0.8912527414385456,-6.5,0.18575406484112264,-4.9,-0.4588345221349867,-0.36502598410528314,0.5389890659064803,0.8756913954855997,-0.4625388547656603,0.41414963933861104,0.6696189985505739,-33.7,17.6,1.2,-9.3,-4.5,-6.9,12.5
Anne Arundel County,2005,512445,16,88,865,2198,3122,12288,1524,20101,-1.0,1.056858899339829,15.8,-3.9,0.9560096450255887,84.2,-0.4,0.2446257245596582,-1.3,0.7807548826534149,-4.2,0.1686631118202972,-0.7,-0.4588345221349867,-0.6849173172683992,0.7152405701518871,0.6417405391361168,-0.39557252662762304,0.38270993246032914,0.5456555152826555,-0.3,-20.2,12.5,-8.8,4.3,-1.1,-6.8
Anne Arundel County,2006,512277,23,110,943,2091,3420,12217,1654,20458,1.8,1.056858899339829,15.5,-3.9,0.9895743865694133,84.5,2.1,0.28929277250926333,1.8,0.7815794935398712,-4.2,0.2212735237278817,2.1,-0.13810066233134358,-0.36502598410528314,0.8594463463526743,0.5241972690770321,-0.23913918409716803,0.36704985032704035,0.6913268896297483,43.8,25.0,9.1,-4.8,9.6,-0.5,8.6
Anne Arundel County,2007,508164,20,90,910,2048,3412,13295,1667,21442,4.8,1.0073091392538278,14.3,-3.1,1.0913968378074024,85.7,6.3,0.43167292535285645,5.7,0.7217952042717967,-2.3,0.39998544553259974,7.1,-0.27555803081861924,-0.6477206506215253,0.8123202756988221,0.4946694910911752,-0.22896030222018648,0.6437909964229467,0.720461164499167,-12.3,-17.5,-2.7,-1.3,0.6,9.7,1.6
Anne Arundel County,2008,511145,18,109,810,1994,3419,14302,1581,22233,3.7,0.9387402793368365,13.2,-4.5,1.1786463620445713,86.8,5.1,0.5136360133393676,3.1,0.596866654973682,-5.0,0.5191762657300081,4.4,-0.367196276476803,-0.3799046507640327,0.6181608646049518,0.42141788801087615,-0.2356569350339902,0.8609999218900142,0.6136354899779657,-10.5,20.4,-11.5,-3.2,-0.4,6.9,-5.7
Anne Arundel County,2009,517763,16,95,746,2063,3067,12763,1134,19884,-10.6,0.9332347504383919,14.7,-0.4,0.9588302115418765,85.3,-12.1,0.19283966896787355,-11.7,0.5581099433102407,-1.6,0.1477824257383323,-13.2,-0.4588345221349867,-0.6030846506452764,0.4824377811218579,0.4685487644113785,-0.44057389913638423,0.46292302491404524,0.09778744670179,-12.2,-14.0,-9.1,2.1,-11.4,-11.9,-29.2
Anne Arundel County,2010,527278,18,113,661,2137,2860,11732,1236,18757,-5.7,0.9377392740825737,15.6,0.3,0.8520247594584456,84.4,-6.7,0.01448647750760279,-7.4,0.5230639806358521,-1.5,-0.056268691632044246,-8.4,-0.39010583789134895,-0.37246531743465805,0.3061862768764514,0.5077298544310735,-0.5745065554124588,0.1760207568232569,0.18576153160160291,10.5,16.8,-13.0,1.7,-8.4,-9.7,7.0
Anne Arundel County,2011,542753,15,91,597,1972,2259,11394,832,17160,-8.5,0.8106116067912174,15.6,-8.7,0.725757398412629,84.4,-8.5,-0.2347417900363153,-11.1,0.2649607731750611,-11.3,-0.3037159679770385,-11.1,-0.5275632063786246,-0.7146746505858983,0.16103797926258703,0.26923626300684367,-0.9125525798532709,0.02575569391070671,-0.2775305648513078,-19.0,-21.8,-12.3,-10.4,-23.3,-5.7,-34.6
Anne Arundel County,2012,549659,13,100,538,1630,2585,11299,888,17053,-0.6,0.6134135717014754,13.4,-14.7,0.7527408180851155,86.6,2.0,-0.27203783007322097,-1.9,-0.056225167099628985,-15.8,-0.2898202800861936,0.7,-0.6192014520368083,-0.6105239839746514,0.04699288828026514,-0.11008211573455061,-0.7676374457625582,-0.026484427404157997,-0.23011596065205808,-14.4,8.5,-11.0,-18.4,13.0,-2.1,5.4
Anne Arundel County,2013,555330,15,71,630,1603,2522,11272,677,16790,-1.5,0.6324326715324657,13.8,1.7,0.7244411340383614,86.2,-2.0,-0.3218708835684785,-2.5,-0.045505225575698284,0.6,-0.35053031755582115,-3.0,-0.5504727677931704,-1.01224798376089,0.19308370730720648,-0.15437378271333624,-0.8110316263960062,-0.05732642122391769,-0.45690629640027697,14.2,-29.7,15.9,-2.7,-3.4,-1.3,-24.5
Anne Arundel County,2014,561031,14,92,634,1523,2152,10620,702,15737,-6.3,0.6044045244131115,14.4,-2.4,0.6307043068137306,85.6,-6.9,-0.4594630312721986,-7.2,-0.10405259851408873,-3.4,-0.5022682569841932,-7.8,-0.5962918906222624,-0.7444319839033976,0.18931362165489826,-0.25204258682040176,-0.9998766717452714,-0.2209802566473714,-0.43862596707044577,-7.6,28.3,-0.4,-6.0,-15.5,-6.7,2.6
Anne Arundel County,2015,563766,17,140,613,1425,2084,10201,629,15109,-4.0,0.5703703457681815,14.5,-3.0,0.5780537318430252,85.5,-4.2,-0.5382131158095842,-4.5,-0.16218766600925075,-3.5,-0.5846763739411298,-4.6,-0.4817440835495327,-0.11952798423591497,0.14878520089258554,-0.35822901919261835,-1.0371099501900203,-0.32079833742062486,-0.5157461064306714,20.8,51.4,-3.8,-6.9,-3.6,-4.4,-10.8
Anne Arundel County,2016,566105,25,154,558,1575,1979,10025,622,14938,-1.1,0.6289291531425465,15.5,5.3,0.5509762932866625,84.5,-2.2,-0.5642321437407365,-1.5,-0.08343732635268371,4.9,-0.629558702743645,-2.6,-0.16101022374588944,0.05901601566907991,0.05359053817180432,-0.2139971805693937,-1.0909508780130022,-0.3668222429268555,-0.5254575313871441,46.5,9.5,-9.3,10.1,-5.4,-2.1,-1.5
Anne Arundel County,2017,572990,21,172,629,1433,1729,9388,667,14039,-6.0,0.600400503396061,16.1,-2.5,0.47181239306285194,83.9,-6.7,-0.6830502712907438,-7.1,-0.14487083739367057,-3.6,-0.7586325522965746,-7.8,-0.3213771536477111,0.2673173488915741,0.1591529364364329,-0.3735607500698903,-1.2189904974129293,-0.5252162034353116,-0.4883256124359244,-17.0,10.3,11.4,-10.1,-13.7,-7.5,5.9
Anne Arundel County,2018,573631,25,168,473,1382,1359,8445,688,12540,-10.7,0.4967964595798767,16.3,-9.2,0.3503399950947246,83.7,-11.0,-0.8493704498337021,-10.8,-0.2953623241719272,-9.3,-0.9276843702199565,-11.1,-0.16101022374588944,0.21524201558595063,-0.0981554093335992,-0.4258022034294835,-1.3928350852592741,-0.7238960240881825,-0.4683315022314215,18.9,-2.4,-24.9,-3.7,-21.5,-10.1,3.0
Anne Arundel County,2019,577904,20,159,438,1220,1143,8742,659,12381,-1.3,0.39119040525516724,14.8,-10.3,0.3552289770562901,85.2,0.5,-0.8769014793879719,-2.0,-0.4565737524741146,-11.0,-0.9311025608241216,-0.2,-0.367196276476803,0.08133401565720434,-0.16130434400976096,-0.5950190849638181,-1.4975704224671644,-0.675481266347862,-0.5020358594332979,-20.6,-6.1,-8.1,-12.4,-16.5,2.8,-4.9
Anne Arundel County,2020,581937,26,148,357,1286,1053,6937,626,10433,-15.7,0.38118035271254075,17.4,-1.1,0.17396056894286166,82.6,-18.3,-1.097149715822132,-16.3,-0.48007516273811623,-1.8,-1.1866494627311592,-18.9,-0.13810066233134358,-0.07489198425966638,-0.29796994890593187,-0.538802738413821,-1.5428396602884777,-1.0587348794724736,-0.5385965180929605,29.1,-7.6,-19.1,4.7,-8.5,-21.2,-5.7
Baltimore City,1975,864100,259,463,9055,6309,15787,30936,7602,70411,-15.7,-0.3720761011201029,22.8,-1.1,-0.4097086621609577,77.2,-18.3,2.90694558253196,-16.3,-0.2599040560543105,-1.8,2.3848395591815903,-18.9,5.7038374983778715,2.023000014624025,-0.25555648531746505,2.3520802947784514,2.8664912496324484,1.7959426880308706,3.872675453311943,29.1,-7.6,-19.1,4.7,-8.5,-21.2,-5.7
Baltimore City,1976,860974,200,460,7764,5788,15443,32711,5903,68269,-3.0,-0.3720761011201029,20.8,-11.6,-0.4097086621609577,79.2,-0.5,2.7688494342872,-2.7,5.038633194870008,-11.3,2.378671954395815,-0.1,4.1459873221887475,2.0081213479652753,-0.25555648531746505,2.0238676856279634,2.777292100552583,2.0579800928871244,2.7632879671078094,-22.5,-0.3,-13.9,-7.9,-1.8,6.1,-22.1
Baltimore City,1977,827494,171,499,7574,6075,15463,32315,6213,68310,0.1,-0.3720761011201029,21.0,0.8,-0.4097086621609577,79.0,-0.1,2.9740406545578124,4.1,-0.2599040560543105,4.8,2.561470843227252,3.9,3.5732482868250988,2.521435347692136,-0.25555648531746505,2.374793970152188,2.9781910849666944,2.184575718682184,3.135749677203121,-11.0,12.9,1.5,9.2,4.2,2.8,9.5
Baltimore City,1978,781730,199,554,8103,5849,15969,33950,5909,70533,3.3,-0.3720761011201029,20.8,2.7,-0.4097086621609577,79.2,3.4,3.45769217375262,9.3,-0.2599040560543105,8.7,3.019954235133743,9.5,4.672907234723304,3.3100046806058643,-0.25555648531746505,2.4548596758446077,3.4445445941199857,2.7078137301127594,3.164883952072539,23.2,17.5,13.2,1.9,9.3,11.2,0.7
Baltimore City,1979,790901,245,565,8492,6247,17054,35499,6807,74909,6.2,-0.3720761011201029,20.8,5.7,-0.4097086621609577,79.2,6.3,-0.22387427837015608,5.0,-0.2599040560543105,4.5,3.2902885268283635,5.1,-0.27555803081861924,3.347201347252738,-0.25555648531746505,2.691649741615807,-0.18690544814949897,2.8817482301428,3.7635647376245136,21.7,0.8,3.6,5.6,5.6,3.4,13.9
Baltimore City,1980,784554,216,566,10046,5805,17774,38116,5661,78184,4.4,-0.3720761011201029,21.3,7.0,-0.4097086621609577,78.7,3.7,-0.22387427837015608,5.2,-0.2599040560543105,7.8,3.542863089079606,4.5,5.131098463014223,3.3992766805583607,-0.25555648531746505,2.407728799444105,-0.18690544814949897,3.323936350837728,2.9689416720684108,-11.1,1.0,19.3,-6.3,5.1,8.2,-16.2
Baltimore City,1981,797429,228,566,10737,6258,18604,37378,5331,79102,1.2,-0.3720761011201029,22.5,7.0,-0.4097086621609577,77.5,-0.4,-0.22387427837015608,-0.5,-0.2599040560543105,5.2,3.426570300046598,-2.0,5.383103638574228,3.3174440139352384,-0.25555648531746505,2.6626898055142934,-0.18690544814949897,3.1195184848230415,2.6656024572515236,3.9,-1.6,5.2,6.1,3.0,-3.5,-7.3
Baltimore City,1982,798175,227,553,9357,6592,16501,36520,4462,74212,-6.2,-0.3720761011201029,22.5,-6.0,-0.4097086621609577,77.5,-6.2,3.6309423597348682,-6.3,-0.2599040560543105,-6.0,3.0646879469534682,-6.3,5.337284515745136,3.190975347335867,-0.25555648531746505,2.896072819979433,3.510171595695263,2.9857503023257106,2.0400724379963604,-0.5,-2.4,-12.9,5.2,-11.4,-2.4,-16.4
Baltimore City,1983,805527,201,500,9176,6291,14690,34752,4470,70080,-5.6,-0.3720761011201029,23.1,-3.4,-0.4097086621609577,76.9,-6.2,3.2543279554432747,-6.4,-0.2599040560543105,-4.2,2.686457725753462,-7.1,4.558359427650574,2.655343347620882,-0.25555648531746505,2.6411118139092444,2.8576516943182275,2.673505000553569,2.016650766042514,-12.3,-10.4,-2.8,-5.4,-11.8,-5.7,-0.7
Baltimore City,1984,788604,215,566,8017,6830,14062,31768,5419,66877,-4.6,-0.3720761011201029,23.4,-3.3,-0.4097086621609577,76.6,-4.9,3.1160428069956256,-2.5,-0.2599040560543105,-1.3,2.5422249439559743,-2.9,5.085279340185131,3.3769586805702367,-0.25555648531746505,3.124345257485482,2.749166242734607,2.3318522163021225,2.7724281317727253,9.3,15.6,-10.8,10.9,-2.2,-6.6,23.8
Baltimore City,1985,771097,213,594,7794,6949,13988,31810,6027,67375,0.7,-0.3720761011201029,23.1,-0.5,-0.4097086621609577,76.9,1.1,3.2780789809397506,3.0,-0.2599040560543105,1.8,2.7073384118354267,3.4,5.154008024428769,-0.20879998418841242,-0.25555648531746505,3.3236577588900165,2.8316687590006686,2.4476890070437785,3.3116978470027467,1.3,7.3,-0.6,4.1,1.7,2.4,13.7
Baltimore City,1986,783542,240,660,8008,6369,14388,30796,6884,67345,0.7,-0.3720761011201029,22.7,-1.8,-0.4097086621609577,77.3,0.5,3.188177884431871,-1.6,-0.2599040560543105,-3.3,2.651086883849493,-1.1,-0.27555803081861924,-0.20879998418841242,-0.25555648531746505,2.8216855331304465,2.891402723699798,2.2147004568317175,3.8658203298132565,10.9,9.3,1.1,-9.8,1.2,-4.7,12.4
Baltimore City,1987,764893,226,595,7485,6030,13558,31270,7495,66659,-1.0,-0.3720761011201029,21.5,-6.2,-0.4097086621609577,78.5,0.5,3.263714965520131,1.4,-0.2599040560543105,-3.9,2.7962856760351142,2.9,5.589289691305141,-0.20879998418841242,-0.25555648531746505,2.6825642714663127,2.7205046542915268,2.40333869810141,4.444507005160727,-3.5,-7.7,-4.3,-3.0,-3.5,4.0,11.5
Baltimore City,1988,763880,237,519,7418,6592,14359,33531,8468,71124,6.7,-0.3720761011201029,20.8,3.0,-0.4097086621609577,79.2,7.7,3.6392583686620155,6.8,-0.2599040560543105,3.1,3.195545200299875,7.9,-0.27555803081861924,3.0868246807246202,-0.25555648531746505,3.1067421590708357,3.007656269347431,2.7636401297787594,-0.35122314246219005,5.0,-12.7,-0.8,9.5,6.0,7.4,13.1
Baltimore City,1989,763138,259,543,7986,6876,14446,34082,8188,72380,1.8,-0.3720761011201029,21.6,6.1,-0.4097086621609577,78.4,0.6,-0.22387427837015608,1.9,-0.2599040560543105,6.2,3.235671785653117,0.7,-0.27555803081861924,3.3323226805939883,-0.25555648531746505,3.3225220751213294,3.0432823559168667,2.8549706851209935,4.975779076308949,9.4,4.7,7.8,4.4,0.7,1.7,-3.2
Baltimore City,1990,736014,305,691,9491,7519,14867,36333,9939,79145,9.3,-0.3720761011201029,22.8,15.0,-0.4097086621609577,77.2,7.8,-0.22387427837015608,13.4,-0.2599040560543105,19.2,-0.20455128621055368,11.8,-0.27555803081861924,-0.20879998418841242,-0.25555648531746505,-0.24040182819136188,3.383203437545544,3.417418673190643,-0.35122314246219005,22.1,31.9,23.2,13.4,6.7,10.5,25.9
Baltimore City,1991,748099,304,702,10793,7295,16394,40406,10618,86512,9.3,-0.3720761011201029,22.1,6.0,-0.4097086621609577,77.9,10.3,-0.22387427837015608,7.5,-0.2599040560543105,4.3,-0.20455128621055368,8.5,-0.27555803081861924,-0.20879998418841242,-0.25555648531746505,-0.24040182819136188,-0.18690544814949897,-0.1998809856815279,-0.35122314246219005,-1.9,31.9,11.9,-4.5,8.5,9.4,5.1
Baltimore City,1992,755517,335,754,12290,8481,16503,41836,11332,91531,5.8,-0.3720761011201029,23.9,14.5,-0.4097086621609577,76.1,3.3,-0.22387427837015608,4.8,-0.2599040560543105,13.4,-0.20455128621055368,2.3,-0.27555803081861924,-0.20879998418841242,-0.25555648531746505,-0.24040182819136188,-0.18690544814949897,-0.1998809856815279,-0.35122314246219005,9.1,6.4,12.8,15.1,-0.3,2.5,5.7
Baltimore City,1993,732968,353,668,12408,8577,18076,42814,10672,93568,2.2,-0.3720761011201029,23.5,0.7,-0.4097086621609577,76.5,2.7,-0.22387427837015608,5.4,-0.2599040560543105,3.8,-0.20455128621055368,5.9,-0.27555803081861924,-0.20879998418841242,-0.25555648531746505,-0.24040182819136188,-0.18690544814949897,-0.1998809856815279,-0.35122314246219005,8.6,-8.7,4.1,4.2,12.9,5.5,-2.9
Baltimore City,1994,739180,321,639,11303,8748,16026,43636,13603,94276,0.8,-0.3720761011201029,22.3,-4.5,-0.4097086621609577,77.7,2.4,-0.22387427837015608,-0.1,-0.2599040560543105,-5.3,-0.20455128621055368,1.5,-0.27555803081861924,-0.20879998418841242,-0.25555648531746505,-0.24040182819136188,-0.18690544814949897,-0.1998809856815279,-0.35122314246219005,-9.8,-5.1,-9.7,1.1,-12.1,1.1,26.4
Baltimore City,1995,712209,325,684,11397,9172,16705,46750,11210,96243,2.1,-0.3720761011201029,22.4,2.7,-0.4097086621609577,77.6,1.9,-0.22387427837015608,6.0,-0.2599040560543105,6.6,-0.20455128621055368,5.8,-0.27555803081861924,-0.20879998418841242,-0.25555648531746505,-0.24040182819136188,-0.18690544814949897,-0.1998809856815279,-0.35122314246219005,5.1,11.1,4.7,8.8,8.2,11.2,-14.5
Baltimore City,1996,716446,333,643,10429,8216,14887,43177,11186,88871,-7.7,-0.3720761011201029,22.1,-9.1,-0.4097086621609577,77.9,-7.3,-0.22387427837015608,-8.2,-0.2599040560543105,-9.6,-0.20455128621055368,-7.8,-0.27555803081861924,-0.20879998418841242,-0.25555648531746505,-0.24040182819136188,3.5385653188257904,-0.1998809856815279,-0.35122314246219005,1.9,-6.6,-9.0,-11.0,-11.4,-8.2,-0.8
Baltimore City,1997,719587,313,480,8665,8072,12841,39581,8856,78808,-11.3,-0.3720761011201029,22.2,-10.7,-0.4097086621609577,77.8,-11.5,-0.22387427837015608,-11.7,-0.2599040560543105,-11.0,-0.20455128621055368,-11.9,-0.27555803081861924,2.997552680772123,-0.25555648531746505,-0.24040182819136188,2.752648491797785,-0.1998809856815279,-0.35122314246219005,-6.4,-25.7,-17.3,-2.2,-14.1,-8.7,-21.2
Baltimore City,1998,662253,315,470,7718,7605,13279,36853,7375,73615,-6.6,-0.3720761011201029,21.9,-8.1,-0.4097086621609577,78.1,-6.2,-0.22387427837015608,1.5,-0.2599040560543105,-0.2,-0.20455128621055368,2.0,-0.27555803081861924,3.3174440139352384,-0.25555648531746505,-0.24040182819136188,3.3435593712878253,-0.1998809856815279,-0.35122314246219005,9.4,6.4,-3.2,2.4,12.4,1.2,-9.5
Baltimore City,1999,650588,305,374,7462,10536,12386,37524,7255,75842,3.0,-0.3720761011201029,24.6,15.9,-0.4097086621609577,75.4,-0.6,-0.22387427837015608,4.9,-0.2599040560543105,18.0,-0.20455128621055368,1.2,-0.27555803081861924,2.3131340144696417,-0.25555648531746505,-0.24040182819136188,3.0722118096724986,-0.1998809856815279,-0.35122314246219005,-1.4,-19.0,-1.6,41.0,-5.1,3.6,0.1
Baltimore City,2000,651154,261,366,6634,8774,10751,32134,7871,66791,-11.9,-0.3720761011201029,24.0,-14.1,-0.4097086621609577,76.0,-11.2,-0.22387427837015608,-12.0,-0.2599040560543105,-14.2,3.5053373009251847,-11.3,-0.27555803081861924,2.21642268118777,-0.25555648531746505,-0.24040182819136188,2.395316164853218,3.4155059914033705,-0.35122314246219005,-14.5,-2.2,-11.2,-16.8,-13.3,-14.4,8.4
Baltimore City,2001,660826,256,299,5762,8520,10960,30457,8199,64453,-3.5,-0.3720761011201029,23.0,-7.5,4.028734807869504,77.0,-2.2,-0.22387427837015608,-4.9,-0.2599040560543105,-8.8,3.292369164587421,-3.7,-0.27555803081861924,1.3980960149565427,-0.25555648531746505,-0.24040182819136188,2.415138197982077,3.0257970772467164,-0.35122314246219005,-3.4,-19.5,-14.4,-4.3,0.5,-6.6,2.6
